name_customer,cust_number,invoice_creation_date,invoice_due_date,clear_date,total_open_amount
WAL-MAR ,200769623,2019-08-13,2019-08-13,2019-08-13,22567.99
ATLANTA  associates,200458253,2019-08-13,2019-08-13,,49135.68
WAL-MAR in,200769623,2019-04-09,2019-04-09,2019-04-09,6532.6
TARG in,200744019,2019-03-11,2019-03-11,2019-03-11,19698.38
WAL-MAR corp,200769623,2019-03-11,2019-03-11,,13043.88
WAL-MAR corporation,200769623,2019-03-11,2019-03-11,,5283.73
PAPA JO foundation,100043936,2019-03-11,2019-03-11,,18145.19
SHOPPE systems,140105785,2019-12-02,2019-12-02,2019-12-02,5780.54
WAL-MAR associates,200769623,2019-03-26,2019-03-26,2019-03-26,17023.37
KROGER systems,200743123,2019-03-26,2019-03-26,,35335.86
REINHA corp,200756072,2019-11-01,2019-11-01,2019-11-01,5940.64
SA in,200759878,2019-09-04,2019-09-04,2019-09-04,36316.37
PERISH us,200526831,2019-08-15,2019-08-15,2019-08-15,122878.91
DEC trust,200020431,2019-05-16,2019-05-16,2019-05-16,1469.59
ALBERT llc,200920735,2019-05-16,2019-05-16,,78872.5
C&S WH ,200762301,2019-05-16,2019-05-16,,63570.97
GREEN  us,200557600,2019-06-20,2019-06-20,2019-06-20,11212.28
BJ'S  associates,200726979,2019-10-09,2019-10-09,2019-10-09,94.89
AL llc,200739006,2019-10-09,2019-10-09,,21300.0
DECA ,200592182,2020-01-15,2020-01-15,2020-01-15,3710.66
RAJ  us,140105072,2019-11-05,2019-11-05,2019-11-05,50231.66
US  systems,200515231,2019-11-05,2019-11-05,,75319.69
DECA corp,200353024,2019-11-05,2019-11-05,,9421.4
C&S WH co,200762301,2019-11-05,2019-11-05,,11359.61
JETR foundation,200705089,2020-01-28,2020-01-28,2020-01-28,1359.32
SOUTHE trust,200701040,2019-12-26,2019-12-26,2019-12-26,8011.62
WAL-MAR corp,200769623,2019-03-04,2019-03-04,2019-03-04,10081.66
DECA in,200230690,2019-03-18,2019-03-18,2019-03-18,99.36
DOT systems,200705742,2019-03-18,2019-03-18,,1745.01
WAL-MAR corporation,200769623,2020-01-22,2020-01-22,2020-01-22,64036.99
WAL-MAR trust,200769623,2019-12-09,2019-12-09,2019-12-09,16154.87
GORDO us,200782001,2019-06-21,2019-06-21,2019-06-21,12068.04
ASSOCI us,200755701,2019-03-06,2019-03-06,2019-03-06,28905.88
SYSCO F ,200763814,2019-11-01,2019-11-01,2019-11-01,2474.31
DECA systems,200230690,2019-02-15,2019-02-15,2019-02-15,494.62
JET ,200152991,2019-05-07,2019-05-07,2019-05-07,257.94
SUPE us,200741831,2019-11-18,2019-11-18,2019-11-18,4209.82
WAL-MAR llc,200769623,2019-11-18,2019-11-18,,20901.18
WAL-MAR corp,200769623,2019-09-03,2019-09-03,2019-09-03,563.82
AM co,200418007,2019-10-10,2019-10-10,2019-10-10,590.4
SUGAR  trust,200712102,2019-10-01,2019-10-01,2019-10-01,40194.0
WAL-MAR trust,200769623,2019-02-28,2019-02-28,2019-02-28,51177.04
WAL-MAR foundation,200769623,2019-02-28,2019-02-28,,15726.39
SYSCO  ,200785971,2019-02-28,2019-02-28,,28038.18
GI associates,100036039,2019-02-28,2019-02-28,,25200.54
DAIRY us,200788848,2019-03-21,2019-03-21,2019-03-21,2866.26
DELHAIZE llc,100031704,2019-03-21,2019-03-21,,27765.91
WAL-MAR us,200769623,2019-03-21,2019-03-21,,3374.25
WAL-MAR systems,200769623,2019-03-14,2019-03-14,2019-03-14,75483.4
KROGE in,200776463,2019-10-21,2019-10-21,2019-10-21,47384.71
WAL-MAR in,200769623,2019-04-12,2019-04-12,2019-04-12,3748.84
DECA in,200353024,2019-09-10,2019-09-10,2019-09-10,23710.18
SA llc,200759878,2020-01-28,2020-01-28,2020-01-28,55990.43
WAL-MAR us,200769623,2020-01-28,2020-01-28,,10367.35
WAL-MAR in,200769623,2019-06-18,2019-06-18,2019-06-18,13885.86
GORDON F systems,140105847,2019-06-18,2019-06-18,,15257.6
DOT corp,200705742,2019-01-29,2019-01-29,2019-01-29,25322.48
DELHAIZE trust,100031704,2019-01-29,2019-01-29,,99827.04
TARG in,200744019,2020-02-26,2020-02-26,2020-02-26,49305.17
WAL-MAR trust,200769623,2019-09-23,2019-09-23,2019-09-23,24272.51
DOT llc,200705742,2019-07-29,2019-07-29,2019-07-29,44872.95
KRFT FDS co,CCU002,2019-11-01,2019-11-01,2019-11-01,41214.9
C&S WH in,200762301,2020-03-03,2020-03-03,2020-03-03,13744.61
OCEA co,140106165,2019-05-31,2019-05-31,2019-05-31,11665.8
METRO  co,140104423,2019-04-30,2019-04-30,2019-04-30,184248.42
MASTER systems,100021540,2019-06-17,2019-06-17,2019-06-17,2530.0
ALBERT co,200881076,2019-06-17,2019-06-17,,86972.05
STATER  corp,200743996,2019-06-17,2019-06-17,,6795.39
BJ'S  ,200726979,2019-08-12,2019-08-12,2019-08-12,272.84
US  us,200493614,2019-05-17,2019-05-17,2019-05-17,39381.14
ASSOCIAT co,200772670,2020-02-14,2020-02-14,2020-02-14,18167.21
DECA llc,200002965,2019-11-01,2019-11-01,2019-11-01,5310.0
WAL-MAR foundation,200769623,2019-11-01,2019-11-01,,3998.72
SUPE in,200793568,2019-11-29,2019-11-29,2019-11-29,122417.66
COST corporation,200794332,2020-02-04,2020-02-04,2020-02-04,9987.21
KROGER corporation,200875006,2019-05-21,2019-05-21,2019-05-21,98191.66
OK foundation,200739534,2019-05-21,2019-05-21,,48270.78
WAL-MAR in,200769623,2020-02-19,2020-02-19,2020-02-19,28511.85
DOT in,200705742,2019-08-05,2019-08-05,2019-08-05,1165.66
INGL corporation,200759082,2019-05-22,2019-05-22,2019-05-22,87924.62
US  llc,200357714,2019-10-25,2019-10-25,2019-10-25,27736.89
CON co,200830009,2019-10-25,2019-10-25,,5004.72
SA llc,200759878,2020-03-09,2020-03-09,2020-03-09,33110.26
WAL-MAR llc,200769623,2019-05-21,2019-05-21,2019-05-21,74356.59
WAL-MAR corporation,200769623,2019-05-21,2019-05-21,,54572.7
RESTAU ,200865666,2019-05-21,2019-05-21,,10931.65
RESTA us,200974851,2019-07-11,2019-07-11,2019-07-11,1288.22
WAL-MAR us,200769623,2019-05-29,2019-05-29,2019-05-29,15705.84
VENT corp,200124052,2019-12-20,2019-12-20,2019-12-20,5860.86
WAL-MAR us,200769623,2019-10-16,2019-10-16,2019-10-16,12068.03
WAL-MAR corporation,200769623,2019-12-20,2019-12-20,2019-12-20,13131.93
DECA systems,200230690,2020-02-14,2020-02-14,2020-02-14,133.8
PUBLI us,200707822,2019-06-19,2019-06-19,2019-06-19,1271.5
SAFEW ,200772595,2019-05-15,2019-05-15,2019-05-15,144018.35
SYSC in,200331749,2019-11-14,2019-11-14,2019-11-14,23757.94
PUBLI corp,200707822,2019-11-14,2019-11-14,,187897.38
MEIJ systems,200780383,2019-11-14,2019-11-14,,55387.81
COSTCO ,140104429,2019-09-20,2019-09-20,2019-09-20,39793.55
TARG associates,200744019,2019-09-20,2019-09-20,,83121.6
MEIJ systems,200780383,2019-09-20,2019-09-20,,1324.98
C&S WH systems,200762301,2019-05-28,2019-05-28,2019-05-28,70062.58
WAL-MAR corp,200769623,2019-03-18,2019-03-18,2019-03-18,20390.94
H E BUT corp,200761734,2019-09-04,2019-09-04,2019-09-04,32933.8
WAL-MAR co,200769623,2019-02-04,2019-02-04,2019-02-04,1991.11
WAL-MAR in,200769623,2019-06-11,2019-06-11,2019-06-11,8678.53
WAL MA ,200501669,2019-03-11,2019-03-11,2019-03-11,17433.6
WAL-MAR llc,200769623,2019-03-22,2019-03-22,2019-03-22,4511.25
PUBLI us,200707822,2019-03-22,2019-03-22,,103616.17
KROGER corporation,200875006,2019-06-10,2019-06-10,2019-06-10,80006.02
CPG trust,100052024,2019-07-20,2019-07-20,2019-07-20,763.78
SA trust,200759878,2019-04-15,2019-04-15,2019-04-15,9574.25
DEC systems,200020431,2019-12-30,2019-12-30,2019-12-30,35.4
WAL-MAR llc,200769623,2019-10-28,2019-10-28,2019-10-28,2694.19
WAL-MAR in,200769623,2019-06-14,2019-06-14,2019-06-14,3866.24
WAL-MAR ,200769623,2019-12-09,2019-12-09,2019-12-09,18864.95
TARG in,200744019,2019-11-20,2019-11-20,2019-11-20,12563.56
DELHAIZE in,100031704,2019-11-20,2019-11-20,,88152.38
POWE associates,200891601,2019-12-02,2019-12-02,2019-12-02,66096.0
WAL-MAR us,200769623,2019-01-14,2019-01-14,2019-01-14,32352.95
SA corporation,200759878,2019-12-20,2019-12-20,2019-12-20,29515.99
WAL-MAR systems,200769623,2019-12-20,2019-12-20,,2802.21
CHEN corp,200799180,2019-10-01,2019-10-01,2019-10-01,30131.89
MEIJ in,200780383,2019-05-28,2019-05-28,2019-05-28,91195.35
WAL-MAR associates,200769623,2019-10-11,2019-10-11,2019-10-11,1050.34
WAL-MAR associates,200769623,2019-04-08,2019-04-08,2019-04-08,1084.23
WAL-MAR corp,200769623,2019-06-11,2019-06-11,2019-06-11,1376.32
SYSCO  associates,200785971,2019-05-20,2019-05-20,2019-05-20,2668.38
RESTA foundation,200974851,2019-05-20,2019-05-20,,191.02
GI co,100036039,2019-11-20,2019-11-20,2019-11-20,28033.85
WAL-MAR systems,200769623,2019-09-16,2019-09-16,2019-09-16,15649.05
WAL-MAR in,200769623,2019-11-12,2019-11-12,2019-11-12,3270.04
ROU llc,200790107,2019-09-10,2019-09-10,2019-09-10,148353.04
LOB in,140104409,2019-12-27,2019-12-27,2019-12-27,19454.4
WAL-MAR corp,200769623,2019-12-27,2019-12-27,,661.11
WAL-MAR us,200769623,2019-12-27,2019-12-27,,26799.78
WAL-M trust,140106408,2019-08-06,2019-08-06,2019-08-06,1415.44
PUBLI co,200707822,2019-03-25,2019-03-25,2019-03-25,94320.2
KRAFT  associates,CCCA02,2019-11-27,2019-11-27,2019-11-27,7785.6
KRAFT F systems,CCU013,2019-11-27,2019-11-27,,1872.06
WAL-MAR systems,200769623,2019-11-27,2019-11-27,,1898.2
WAL-M trust,140106408,2019-11-27,2019-11-27,,7711.71
WAL-MAR llc,200769623,2019-09-11,2019-09-11,2019-09-11,26210.33
KROGER associates,200743123,2019-07-16,2019-07-16,2019-07-16,1451.89
GORDO trust,200782001,2019-07-25,2019-07-25,2019-07-25,47292.24
KING S co,200707005,2019-12-02,2019-12-02,2019-12-02,83449.35
WAL-MAR us,200769623,2019-12-02,2019-12-02,,7618.05
WAL-MAR co,200769623,2019-10-29,2019-10-29,2019-10-29,8954.33
WAL-MAR us,200769623,2019-09-16,2019-09-16,2019-09-16,15491.23
SYSCO  trust,200714710,2019-04-30,2019-04-30,2019-04-30,58642.62
WAL-MAR trust,200769623,2019-03-25,2019-03-25,2019-03-25,1260.47
WAL-MAR trust,200769623,2019-12-23,2019-12-23,2019-12-23,61977.96
DEMOU corporation,200793088,2019-05-23,2019-05-23,2019-05-23,45261.79
C&S WH corporation,200762301,2019-05-13,2019-05-13,2019-05-13,20684.85
ASSOCIAT corp,200772670,2019-08-16,2019-08-16,2019-08-16,53102.28
ALBERT co,200407025,2019-08-16,2019-08-16,,18340.86
SYSCO  ,200792283,2019-06-24,2019-06-24,2019-06-24,3783.48
WAL-MAR llc,200769623,2019-05-01,2019-05-01,2019-05-01,4272.16
WAL-MAR us,200769623,2019-03-27,2019-03-27,2019-03-27,471.56
WAL-MAR ,200769623,2019-02-08,2019-02-08,2019-02-08,7969.11
STATER  llc,200743996,2019-02-08,2019-02-08,,60570.81
BJ'S  in,200726979,2019-07-18,2019-07-18,2019-07-18,19765.71
WINC corp,200706844,2019-07-18,2019-07-18,,7146.23
SO corp,140104440,2019-07-18,2019-07-18,,51957.25
C&S WH associates,200762301,2019-07-18,2019-07-18,,61509.26
US  co,200943275,2019-10-11,2019-10-11,2019-10-11,34134.01
AM corp,200418007,2019-10-31,2019-10-31,2019-10-31,8443.54
WAL-MAR associates,200769623,2020-03-05,2020-03-05,2020-03-05,7763.4
COST trust,200794332,2019-06-05,2019-06-05,2019-06-05,4219.69
ASSOCIAT foundation,200772670,2019-03-07,2019-03-07,2019-03-07,24045.38
BJ'S  in,200726979,2019-07-29,2019-07-29,2019-07-29,114.38
PROFIC corp,200783609,2019-05-28,2019-05-28,2019-05-28,24863.45
KROGER co,200729290,2019-10-30,2019-10-30,2019-10-30,113564.63
WAL-MAR ,200769623,2019-08-16,2019-08-16,2019-08-16,16047.84
TARG associates,200744019,2019-05-28,2019-05-28,2019-05-28,9216.2
WAL-M trust,140106408,2019-05-28,2019-05-28,,220053.96
COST us,200794332,2019-05-28,2019-05-28,,40455.53
WAL-MAR associates,200769623,2019-05-28,2019-05-28,,5982.01
PUBLI associates,200707822,2019-05-13,2019-05-13,2019-05-13,88732.97
CALD corporation,100053926,2019-06-03,2019-06-03,2019-06-03,2057.52
C&S WH foundation,200762301,2019-06-03,2019-06-03,,51605.08
SPAR co,200712187,2019-11-19,2019-11-19,2019-11-19,47456.22
WAL-MAR trust,200769623,2019-12-18,2019-12-18,2019-12-18,28580.96
ASSOCIAT in,200772670,2019-12-18,2019-12-18,,13568.52
SYSCO  ,200764795,2019-04-11,2019-04-11,2019-04-11,2554.78
PERFOR llc,200725393,2019-09-19,2019-09-19,2019-09-19,26080.89
SA systems,200759878,2020-03-09,2020-03-09,2020-03-09,36297.22
KRAFT F ,CCU013,2019-11-01,2019-11-01,2019-11-01,2113.3
BJ'S  corporation,200726979,2019-05-16,2019-05-16,2019-05-16,15660.68
WAL-M co,140106408,2019-07-03,2019-07-03,2019-07-03,15359.86
C&S WH associates,200762301,2019-09-06,2019-09-06,2019-09-06,48693.34
DECA co,200353024,2019-01-28,2019-01-28,2019-01-28,22049.91
DEC corp,200803720,2019-07-24,2019-07-24,2019-07-24,14267.24
ASSOCIAT ,200772670,2019-07-24,2019-07-24,,55883.47
SYSC trust,140105686,2019-07-24,2019-07-24,,6797.81
WAL-MAR us,200769623,2019-12-19,2019-12-19,2019-12-19,31166.81
SAVE-ON- co,140104225,2020-02-12,2020-02-12,2020-02-12,109721.11
WEIS trust,200771157,2019-03-13,2019-03-13,2019-03-13,52644.38
SUPE corporation,200936373,2019-03-07,2019-03-07,2019-03-07,6886.3
WAL-MAR ,200769623,2019-03-18,2019-03-18,2019-03-18,55962.25
OK trust,200739534,2019-08-01,2019-08-01,2019-08-01,25206.2
MCL in,200799367,2019-07-29,2019-07-29,2019-07-29,9932.02
MDV/ us,200792734,2019-07-29,2019-07-29,,73667.12
WAL-MAR llc,200769623,2019-11-13,2019-11-13,2019-11-13,25155.21
SAFEW associates,200772595,2019-01-28,2019-01-28,2019-01-28,26447.39
COSTCO foundation,140104429,2019-08-19,2019-08-19,2019-08-19,9059.41
WAL-MAR in,200769623,2019-03-22,2019-03-22,2019-03-22,531.03
C&S WH associates,200762301,2019-10-16,2019-10-16,2019-10-16,182081.21
DEC trust,200416837,2019-10-16,2019-10-16,,3514.66
C&S WH co,200762301,2019-09-11,2019-09-11,2019-09-11,5594.1
GREA llc,200984794,2019-10-17,2019-10-17,2019-10-17,10803.28
BURR ,200555117,2019-10-17,2019-10-17,,56273.17
DOLLA ,200148860,2019-07-10,2019-07-10,2019-07-10,4045.73
WAL-MAR llc,200769623,2019-05-06,2019-05-06,2019-05-06,8949.7
WAL-MAR corp,200769623,2019-05-06,2019-05-06,,53589.27
WAL-MAR ,200769623,2019-06-04,2019-06-04,2019-06-04,9626.67
C&S W us,200965912,2020-01-14,2020-01-14,2020-01-14,23013.57
SA ,200729942,2019-07-02,2019-07-02,2019-07-02,13098.81
SA co,200759878,2020-02-06,2020-02-06,2020-02-06,15034.61
COST llc,200794332,2020-02-11,2020-02-11,2020-02-11,32715.47
WAL-MAR corp,200769623,2019-10-21,2019-10-21,2019-10-21,74438.24
WAL-MAR co,200769623,2019-10-21,2019-10-21,,55405.24
HT HAC us,100013928,2019-12-26,2019-12-26,2019-12-26,3406.07
COSTCO associates,140104429,2019-12-26,2019-12-26,,34083.78
SA corporation,200759878,2019-05-23,2019-05-23,2019-05-23,36577.35
WAL-MAR foundation,200769623,2020-01-21,2020-01-21,2020-01-21,15585.6
DOLLA in,200148860,2019-12-30,2019-12-30,2019-12-30,15797.76
H T H corp,200078795,2020-03-12,2020-03-12,2020-03-12,712.54
WAL-MAR associates,200769623,2019-08-07,2019-08-07,2019-08-07,943.12
KROGER corporation,200793513,2019-05-20,2019-05-20,2019-05-20,17156.52
ASSOCIAT systems,200772670,2019-10-16,2019-10-16,2019-10-16,444.28
C&S WH corp,200762301,2019-12-17,2019-12-17,2019-12-17,82031.18
WAKE associates,200704858,2019-07-18,2019-07-18,2019-07-18,49201.69
SYSC us,200186937,2019-07-18,2019-07-18,,16328.72
SO corporation,140104440,2019-07-18,2019-07-18,,97818.88
LOB co,140104409,2019-07-29,2019-07-29,2019-07-29,19722.2
TARG in,200744019,2019-08-30,2019-08-30,2019-08-30,74542.23
BJ'S  foundation,200726979,2019-11-14,2019-11-14,2019-11-14,434.4
GORDON F associates,140105847,2019-06-13,2019-06-13,2019-06-13,12216.7
WAL-MAR systems,200769623,2019-04-02,2019-04-02,2019-04-02,8485.72
BJ'S  llc,200726979,2020-02-21,2020-02-21,2020-02-21,316.11
COST foundation,200794332,2019-09-26,2019-09-26,2019-09-26,63920.21
SUPE llc,200936373,2019-06-24,2019-06-24,2019-06-24,1382.69
MEIJ foundation,200780383,2019-09-17,2019-09-17,2019-09-17,41593.47
WAL-MAR foundation,200769623,2019-11-22,2019-11-22,2019-11-22,12417.32
COST co,200794332,2019-11-25,2019-11-25,2019-11-25,16760.75
BROOKS corp,200727272,2019-06-03,2019-06-03,2019-06-03,2058.13
WAL-MAR ,200769623,2019-10-04,2019-10-04,2019-10-04,38752.32
JET co,200152991,2019-11-08,2019-11-08,2019-11-08,6366.08
KROGER corp,200743123,2019-09-11,2019-09-11,2019-09-11,17283.5
PE llc,200117492,2019-04-30,2019-04-30,2019-04-30,56490.79
WAL-MAR associates,200769623,2019-04-25,2019-04-25,2019-04-25,32482.04
OK associates,200739534,2019-04-25,2019-04-25,,8939.15
MEIJ corporation,200780383,2019-04-25,2019-04-25,,56804.3
WAL-MAR trust,200769623,2019-02-11,2019-02-11,2019-02-11,1303.76
BJ'S  associates,200726979,2019-09-05,2019-09-05,2019-09-05,134.59
DECA trust,200002965,2020-01-15,2020-01-15,2020-01-15,755.28
GORDO co,200782001,2020-01-15,2020-01-15,,21244.38
COAS corp,200337148,2019-05-06,2019-05-06,2019-05-06,2671.08
WAL-MAR systems,200769623,2019-01-14,2019-01-14,2019-01-14,21168.64
KRAFT F corp,CCU013,2019-09-27,2019-09-27,2019-09-27,1431.2
DARDEN D in,200229974,2019-03-26,2019-03-26,2019-03-26,21411.97
ASSOCIAT in,200772670,2019-04-23,2019-04-23,2019-04-23,20082.77
AM co,200418007,2019-04-23,2019-04-23,,820.56
SUPE foundation,200793568,2019-06-07,2019-06-07,2019-06-07,17323.75
US  corporation,200797452,2020-02-05,2020-02-05,2020-02-05,15945.03
WAL-MAR llc,200769623,2019-02-19,2019-02-19,2019-02-19,1896.95
BJ'S  corp,200726979,2019-02-19,2019-02-19,,531.07
C&S WH associates,200762301,2019-02-19,2019-02-19,,6141.08
WINC systems,200706844,2019-09-16,2019-09-16,2019-09-16,27099.93
WAL-MAR us,200769623,2019-09-16,2019-09-16,,29272.26
C&S WH corp,200762301,2019-01-18,2019-01-18,2019-01-18,36171.93
DOT ,200705742,2019-11-07,2019-11-07,2019-11-07,3985.21
BJ'S  llc,200726979,2019-03-15,2019-03-15,2019-03-15,15683.52
MID MO llc,200723794,2019-03-28,2019-03-28,2019-03-28,20312.3
DARDEN D foundation,200229974,2019-03-28,2019-03-28,,18591.15
DECA in,200592182,2019-03-28,2019-03-28,,329.54
DOLLA corporation,200148860,2019-04-17,2019-04-17,2019-04-17,35988.54
ESSEX  systems,100049079,2019-06-25,2019-06-25,2019-06-25,22071.39
WAL-MAR corp,200769623,2019-06-25,2019-06-25,,57926.86
TARG ,200744019,2019-10-29,2019-10-29,2019-10-29,7664.54
H E BUT foundation,200761734,2019-07-09,2019-07-09,2019-07-09,14415.81
KEURIG co,100032284,2020-03-20,2020-03-20,2020-03-20,21031.5
WAL-MAR corporation,200769623,2019-03-28,2019-03-28,2019-03-28,728.64
COSTCO associates,140104429,2019-11-29,2019-11-29,2019-11-29,2190.27
COST in,200794332,2019-08-01,2019-08-01,2019-08-01,15177.42
SA trust,200759878,2020-02-18,2020-02-18,2020-02-18,34157.28
KRFT FDS corp,CCU002,2019-08-02,2019-08-02,2019-08-02,17876.5
FR in,200705372,2019-09-18,2019-09-18,2019-09-18,2835.1
SYSC co,140105686,2019-09-18,2019-09-18,,2630.52
WAL-MAR ,200769623,2020-01-09,2020-01-09,2020-01-09,4272.16
KRAFT  us,CCU001,2019-05-31,2019-05-31,2019-05-31,26796.0
TARG co,200744019,2019-07-29,2019-07-29,2019-07-29,1415.68
WAL-MAR in,200769623,2020-02-05,2020-02-05,2020-02-05,14196.72
WAL-MAR co,200769623,2019-02-05,2019-02-05,2019-02-05,16135.34
COST trust,200794332,2019-08-28,2019-08-28,2019-08-28,20557.14
METRO  co,140104423,2020-01-30,2020-01-30,2020-01-30,77417.96
DECA corporation,200592182,2020-01-10,2020-01-10,2020-01-10,35182.13
DEC trust,200803720,2020-01-29,2020-01-29,2020-01-29,3190.6
COST us,200794332,2019-01-23,2019-01-23,2019-01-23,20557.14
SAFEW corp,200772595,2019-01-23,2019-01-23,,65633.46
WAL-MAR corp,200769623,2019-09-03,2019-09-03,2019-09-03,48753.52
TARG systems,200744019,2019-03-19,2019-03-19,2019-03-19,82061.99
KROGER foundation,200752302,2019-02-04,2019-02-04,2019-02-04,10894.92
GORDO trust,200782001,2019-12-03,2019-12-03,2019-12-03,99850.45
WAL-MAR llc,200769623,2019-12-03,2019-12-03,,1196.08
GORDON F us,140105847,2019-07-08,2019-07-08,2019-07-08,16532.36
WAL-MAR co,200769623,2019-07-08,2019-07-08,,53789.56
COAS co,200337148,2019-04-02,2019-04-02,2019-04-02,26628.29
GLACIE associates,100030443,2019-02-21,2019-02-21,2019-02-21,2929.4
TARG corp,200744019,2019-11-12,2019-11-12,2019-11-12,1309.6
PARK foundation,200721330,2019-02-07,2019-02-07,2019-02-07,68351.85
MCL trust,200799367,2019-10-15,2019-10-15,2019-10-15,55006.13
DICK in,140101584,2019-10-23,2019-10-23,2019-10-23,2256.14
REINHA us,200756072,2019-08-02,2019-08-02,2019-08-02,24229.73
WAL-MAR ,200769623,2019-09-17,2019-09-17,2019-09-17,47741.05
IND foundation,100011958,2020-03-13,2020-03-13,2020-03-13,31319.13
COST corp,200794332,2019-08-13,2019-08-13,2019-08-13,7280.31
WAL-MAR associates,200769623,2019-08-13,2019-08-13,,46332.49
COSTCO in,140104429,2019-12-18,2019-12-18,2019-12-18,19785.08
ASSOCIAT co,200772670,2019-12-18,2019-12-18,,84331.59
DARDEN D co,200229974,2019-07-30,2019-07-30,2019-07-30,15198.0
COAS ,200337148,2019-04-05,2019-04-05,2019-04-05,8904.35
KROGER ,200875006,2019-04-29,2019-04-29,2019-04-29,97346.81
WAL-MAR systems,200769623,2019-07-01,2019-07-01,2019-07-01,26628.76
WA associates,200697207,2019-07-08,2019-07-08,2019-07-08,39416.18
WINC corporation,200706844,2019-12-11,2019-12-11,2019-12-11,1297.92
SUPE llc,200793568,2019-11-18,2019-11-18,2019-11-18,95639.59
BRENH systems,200758531,2019-02-25,2019-02-25,2019-02-25,2288.54
SYSCO corp,200900909,2019-08-26,2019-08-26,2019-08-26,4855.44
DELHAIZE us,100031704,2019-04-25,2019-04-25,2019-04-25,1279.58
MCLA corporation,100029855,2019-10-16,2019-10-16,2019-10-16,36118.88
RITE corporation,200781831,2019-01-22,2019-01-22,2019-01-22,68314.83
WAL-MAR ,200769623,2020-01-13,2020-01-13,2020-01-13,54331.2
MEIJ co,200780383,2020-01-22,2020-01-22,2020-01-22,165564.5
WAL-MAR llc,200769623,2019-03-22,2019-03-22,2019-03-22,52370.96
DELHAIZE in,100031704,2019-02-22,2019-02-22,2019-02-22,124554.88
MEIJ us,200780383,2019-03-04,2019-03-04,2019-03-04,25040.2
SUPE corp,200793568,2019-10-17,2019-10-17,2019-10-17,39833.8
MCL llc,200799367,2020-02-24,2020-02-24,2020-02-24,17981.12
US  corp,200357714,2019-11-26,2019-11-26,2019-11-26,14523.88
REINHA corp,200756072,2019-04-29,2019-04-29,2019-04-29,425.55
AM trust,200418007,2019-04-29,2019-04-29,,3690.98
C&S W us,200965912,2020-01-31,2020-01-31,2020-01-31,76585.53
SMITH'S llc,200820380,2020-01-31,2020-01-31,,70297.6
COSTCO corporation,140104429,2019-04-22,2019-04-22,2019-04-22,193076.23
MID MO co,200723794,2019-04-22,2019-04-22,,39383.06
DEC corporation,200803720,2019-04-26,2019-04-26,2019-04-26,7067.32
WAL-MAR llc,200769623,2019-04-12,2019-04-12,2019-04-12,39972.04
WINC corp,200706844,2019-05-13,2019-05-13,2019-05-13,6100.86
